Id,leitura,segundo,minuto,intensidadeMinuto,local,combustivel
1318,1,440,8,True,Banco do Motorista,Gasolina
1319,0,440,8,True,Banco do Motorista,Gasolina
1320,1,441,8,True,Banco do Motorista,Gasolina
1321,1,441,8,True,Banco do Motorista,Gasolina
1322,1,441,8,True,Banco do Motorista,Gasolina
1323,0,442,8,True,Banco do Motorista,Gasolina
1324,1,442,8,True,Banco do Motorista,Gasolina
1325,1,442,8,True,Banco do Motorista,Gasolina
1326,0,443,8,True,Banco do Motorista,Gasolina
1327,1,443,8,True,Banco do Motorista,Gasolina
1328,1,443,8,True,Banco do Motorista,Gasolina
1329,1,444,8,True,Banco do Motorista,Gasolina
1330,0,444,8,True,Banco do Motorista,Gasolina
1331,1,444,8,True,Banco do Motorista,Gasolina
1332,1,445,8,True,Banco do Motorista,Gasolina
1333,0,445,8,True,Banco do Motorista,Gasolina
1334,1,445,8,True,Banco do Motorista,Gasolina
1335,1,446,8,True,Banco do Motorista,Gasolina
1336,1,446,8,True,Banco do Motorista,Gasolina
1337,1,446,8,True,Banco do Motorista,Gasolina
1338,1,447,8,True,Banco do Motorista,Gasolina
1339,1,447,8,True,Banco do Motorista,Gasolina
1340,0,447,8,True,Banco do Motorista,Gasolina
1341,1,448,8,True,Banco do Motorista,Gasolina
1342,1,448,8,True,Banco do Motorista,Gasolina
1343,1,448,8,True,Banco do Motorista,Gasolina
1344,1,449,8,True,Banco do Motorista,Gasolina
1345,1,449,8,True,Banco do Motorista,Gasolina
1346,0,449,8,True,Banco do Motorista,Gasolina
1347,1,450,8,True,Banco do Motorista,Gasolina
1348,0,450,8,True,Banco do Motorista,Gasolina
1349,0,450,8,True,Banco do Motorista,Gasolina
1350,1,451,8,True,Banco do Motorista,Gasolina
1351,1,451,8,True,Banco do Motorista,Gasolina
1352,1,451,8,True,Banco do Motorista,Gasolina
1353,1,452,8,True,Banco do Motorista,Gasolina
1354,0,452,8,True,Banco do Motorista,Gasolina
1355,1,452,8,True,Banco do Motorista,Gasolina
1356,1,453,8,True,Banco do Motorista,Gasolina
1357,1,453,8,True,Banco do Motorista,Gasolina
1358,1,453,8,True,Banco do Motorista,Gasolina
1359,0,454,8,True,Banco do Motorista,Gasolina
1360,1,454,8,True,Banco do Motorista,Gasolina
1361,1,454,8,True,Banco do Motorista,Gasolina
1362,1,455,8,True,Banco do Motorista,Gasolina
1363,0,455,8,True,Banco do Motorista,Gasolina
1364,1,455,8,True,Banco do Motorista,Gasolina
1365,0,456,8,True,Banco do Motorista,Gasolina
1366,1,456,8,True,Banco do Motorista,Gasolina
1367,1,456,8,True,Banco do Motorista,Gasolina
1368,1,457,8,True,Banco do Motorista,Gasolina
1369,1,457,8,True,Banco do Motorista,Gasolina
1370,1,457,8,True,Banco do Motorista,Gasolina
1371,1,458,8,True,Banco do Motorista,Gasolina
1372,1,458,8,True,Banco do Motorista,Gasolina
1373,1,458,8,True,Banco do Motorista,Gasolina
1374,1,459,8,True,Banco do Motorista,Gasolina
1375,1,459,8,True,Banco do Motorista,Gasolina
1376,1,459,8,True,Banco do Motorista,Gasolina
1377,1,460,8,True,Banco do Motorista,Gasolina
1378,1,460,8,True,Banco do Motorista,Gasolina
1379,1,460,8,True,Banco do Motorista,Gasolina
1380,1,461,8,True,Banco do Motorista,Gasolina
1381,1,461,8,True,Banco do Motorista,Gasolina
1382,1,461,8,True,Banco do Motorista,Gasolina
1383,1,462,8,True,Banco do Motorista,Gasolina
1384,1,462,8,True,Banco do Motorista,Gasolina
1385,1,462,8,True,Banco do Motorista,Gasolina
1386,1,463,8,True,Banco do Motorista,Gasolina
1387,0,463,8,True,Banco do Motorista,Gasolina
1388,1,463,8,True,Banco do Motorista,Gasolina
1389,1,464,8,True,Banco do Motorista,Gasolina
1390,1,464,8,True,Banco do Motorista,Gasolina
1391,1,464,8,True,Banco do Motorista,Gasolina
1392,1,465,8,True,Banco do Motorista,Gasolina
1393,1,465,8,True,Banco do Motorista,Gasolina
1394,0,465,8,True,Banco do Motorista,Gasolina
1395,0,466,8,True,Banco do Motorista,Gasolina
1396,1,466,8,True,Banco do Motorista,Gasolina
1397,1,466,8,True,Banco do Motorista,Gasolina
1398,1,467,8,True,Banco do Motorista,Gasolina
1399,1,467,8,True,Banco do Motorista,Gasolina
1400,1,467,8,True,Banco do Motorista,Gasolina
1401,0,468,8,True,Banco do Motorista,Gasolina
1402,1,468,8,True,Banco do Motorista,Gasolina
1403,1,468,8,True,Banco do Motorista,Gasolina
1404,1,469,8,True,Banco do Motorista,Gasolina
1405,1,469,8,True,Banco do Motorista,Gasolina
1406,1,469,8,True,Banco do Motorista,Gasolina
1407,1,470,8,True,Banco do Motorista,Gasolina
1408,0,470,8,True,Banco do Motorista,Gasolina
1409,1,470,8,True,Banco do Motorista,Gasolina
1410,1,471,8,True,Banco do Motorista,Gasolina
1411,1,471,8,True,Banco do Motorista,Gasolina
1412,1,471,8,True,Banco do Motorista,Gasolina
1413,1,472,8,True,Banco do Motorista,Gasolina
1414,0,472,8,True,Banco do Motorista,Gasolina
1415,1,472,8,True,Banco do Motorista,Gasolina
1416,0,473,8,True,Banco do Motorista,Gasolina
1417,1,473,8,True,Banco do Motorista,Gasolina
1418,1,473,8,True,Banco do Motorista,Gasolina
1419,1,474,8,True,Banco do Motorista,Gasolina
1420,1,474,8,True,Banco do Motorista,Gasolina
1421,1,474,8,True,Banco do Motorista,Gasolina
1422,1,475,8,True,Banco do Motorista,Gasolina
1423,0,475,8,True,Banco do Motorista,Gasolina
1424,1,475,8,True,Banco do Motorista,Gasolina
1425,0,476,8,True,Banco do Motorista,Gasolina
1426,1,476,8,True,Banco do Motorista,Gasolina
1427,1,476,8,True,Banco do Motorista,Gasolina
1428,1,477,8,True,Banco do Motorista,Gasolina
1429,0,477,8,True,Banco do Motorista,Gasolina
1430,1,477,8,True,Banco do Motorista,Gasolina
1431,1,478,8,True,Banco do Motorista,Gasolina
1432,1,478,8,True,Banco do Motorista,Gasolina
1433,1,478,8,True,Banco do Motorista,Gasolina
1434,0,479,8,True,Banco do Motorista,Gasolina
1435,1,479,8,True,Banco do Motorista,Gasolina
1436,0,479,8,True,Banco do Motorista,Gasolina
1437,1,480,8,True,Banco do Motorista,Gasolina
1438,1,480,8,True,Banco do Motorista,Gasolina
1439,1,480,8,True,Banco do Motorista,Gasolina
1440,1,481,9,True,Banco do Motorista,Gasolina
1441,1,481,9,True,Banco do Motorista,Gasolina
1442,1,481,9,True,Banco do Motorista,Gasolina
1443,1,482,9,True,Banco do Motorista,Gasolina
1444,1,482,9,True,Banco do Motorista,Gasolina
1445,1,482,9,True,Banco do Motorista,Gasolina
1446,1,483,9,True,Banco do Motorista,Gasolina
1447,1,483,9,True,Banco do Motorista,Gasolina
1448,1,483,9,True,Banco do Motorista,Gasolina
1449,1,484,9,True,Banco do Motorista,Gasolina
1450,0,484,9,True,Banco do Motorista,Gasolina
1451,1,484,9,True,Banco do Motorista,Gasolina
1452,0,485,9,True,Banco do Motorista,Gasolina
1453,1,485,9,True,Banco do Motorista,Gasolina
1454,1,485,9,True,Banco do Motorista,Gasolina
1455,1,486,9,True,Banco do Motorista,Gasolina
1456,0,486,9,True,Banco do Motorista,Gasolina
1457,1,486,9,True,Banco do Motorista,Gasolina
1458,1,487,9,True,Banco do Motorista,Gasolina
1459,1,487,9,True,Banco do Motorista,Gasolina
1460,1,487,9,True,Banco do Motorista,Gasolina
1461,1,488,9,True,Banco do Motorista,Gasolina
1462,1,488,9,True,Banco do Motorista,Gasolina
1463,1,488,9,True,Banco do Motorista,Gasolina
1464,1,489,9,True,Banco do Motorista,Gasolina
1465,1,489,9,True,Banco do Motorista,Gasolina
1466,1,489,9,True,Banco do Motorista,Gasolina
1467,1,490,9,True,Banco do Motorista,Gasolina
1468,0,490,9,True,Banco do Motorista,Gasolina
1469,1,490,9,True,Banco do Motorista,Gasolina
1470,1,491,9,True,Banco do Motorista,Gasolina
1471,1,491,9,True,Banco do Motorista,Gasolina
1472,1,491,9,True,Banco do Motorista,Gasolina
1473,1,492,9,True,Banco do Motorista,Gasolina
1474,1,492,9,True,Banco do Motorista,Gasolina
1475,0,492,9,True,Banco do Motorista,Gasolina
1476,1,493,9,True,Banco do Motorista,Gasolina
1477,1,493,9,True,Banco do Motorista,Gasolina
1478,0,493,9,True,Banco do Motorista,Gasolina
1479,1,494,9,True,Banco do Motorista,Gasolina
1480,1,494,9,True,Banco do Motorista,Gasolina
1481,1,494,9,True,Banco do Motorista,Gasolina
1482,1,495,9,True,Banco do Motorista,Gasolina
1483,1,495,9,True,Banco do Motorista,Gasolina
1484,1,495,9,True,Banco do Motorista,Gasolina
1485,1,496,9,True,Banco do Motorista,Gasolina
1486,1,496,9,True,Banco do Motorista,Gasolina
1487,1,496,9,True,Banco do Motorista,Gasolina
1488,1,497,9,True,Banco do Motorista,Gasolina
1489,1,497,9,True,Banco do Motorista,Gasolina
1490,1,497,9,True,Banco do Motorista,Gasolina
1491,0,498,9,True,Banco do Motorista,Gasolina
1492,0,498,9,True,Banco do Motorista,Gasolina
1493,1,498,9,True,Banco do Motorista,Gasolina
1494,1,499,9,True,Banco do Motorista,Gasolina
1495,1,499,9,True,Banco do Motorista,Gasolina
1496,1,499,9,True,Banco do Motorista,Gasolina
1497,1,500,9,True,Banco do Motorista,Gasolina
1498,1,500,9,True,Banco do Motorista,Gasolina
1499,1,500,9,True,Banco do Motorista,Gasolina
1500,1,501,9,True,Banco do Motorista,Gasolina
1501,1,501,9,True,Banco do Motorista,Gasolina
1502,1,501,9,True,Banco do Motorista,Gasolina
1503,1,502,9,True,Banco do Motorista,Gasolina
1504,1,502,9,True,Banco do Motorista,Gasolina
1505,1,502,9,True,Banco do Motorista,Gasolina
1506,1,503,9,True,Banco do Motorista,Gasolina
1507,0,503,9,True,Banco do Motorista,Gasolina
1508,0,503,9,True,Banco do Motorista,Gasolina
1509,1,504,9,True,Banco do Motorista,Gasolina
1510,1,504,9,True,Banco do Motorista,Gasolina
1511,1,504,9,True,Banco do Motorista,Gasolina
1512,1,505,9,True,Banco do Motorista,Gasolina
1513,0,505,9,True,Banco do Motorista,Gasolina
1514,1,505,9,True,Banco do Motorista,Gasolina
1515,1,506,9,True,Banco do Motorista,Gasolina
1516,1,506,9,True,Banco do Motorista,Gasolina
1517,1,506,9,True,Banco do Motorista,Gasolina
1518,1,507,9,True,Banco do Motorista,Gasolina
1519,1,507,9,True,Banco do Motorista,Gasolina
1520,1,507,9,True,Banco do Motorista,Gasolina
1521,1,508,9,True,Banco do Motorista,Gasolina
1522,1,508,9,True,Banco do Motorista,Gasolina
1523,1,508,9,True,Banco do Motorista,Gasolina
1524,1,509,9,True,Banco do Motorista,Gasolina
1525,1,509,9,True,Banco do Motorista,Gasolina
1526,1,509,9,True,Banco do Motorista,Gasolina
1527,1,510,9,True,Banco do Motorista,Gasolina
1528,1,510,9,True,Banco do Motorista,Gasolina
1529,1,510,9,True,Banco do Motorista,Gasolina
1530,1,511,9,True,Banco do Motorista,Gasolina
1531,1,511,9,True,Banco do Motorista,Gasolina
1532,1,511,9,True,Banco do Motorista,Gasolina
1533,1,512,9,True,Banco do Motorista,Gasolina
1534,1,512,9,True,Banco do Motorista,Gasolina
1535,1,512,9,True,Banco do Motorista,Gasolina
1536,1,513,9,True,Banco do Motorista,Gasolina
1537,1,513,9,True,Banco do Motorista,Gasolina
1538,1,513,9,True,Banco do Motorista,Gasolina
1539,1,514,9,True,Banco do Motorista,Gasolina
1540,1,514,9,True,Banco do Motorista,Gasolina
1541,0,514,9,True,Banco do Motorista,Gasolina
1542,1,515,9,True,Banco do Motorista,Gasolina
1543,1,515,9,True,Banco do Motorista,Gasolina
1544,1,515,9,True,Banco do Motorista,Gasolina
1545,1,516,9,True,Banco do Motorista,Gasolina
1546,1,516,9,True,Banco do Motorista,Gasolina
1547,1,516,9,True,Banco do Motorista,Gasolina
1548,1,517,9,True,Banco do Motorista,Gasolina
1549,1,517,9,True,Banco do Motorista,Gasolina
1550,1,517,9,True,Banco do Motorista,Gasolina
1551,1,518,9,True,Banco do Motorista,Gasolina
1552,1,518,9,True,Banco do Motorista,Gasolina
1553,0,518,9,True,Banco do Motorista,Gasolina
1554,1,519,9,True,Banco do Motorista,Gasolina
1555,0,519,9,True,Banco do Motorista,Gasolina
1556,1,519,9,True,Banco do Motorista,Gasolina
1557,1,520,9,True,Banco do Motorista,Gasolina
1558,1,520,9,True,Banco do Motorista,Gasolina
1559,1,520,9,True,Banco do Motorista,Gasolina
1560,0,521,9,True,Banco do Motorista,Gasolina
1561,1,521,9,True,Banco do Motorista,Gasolina
1562,1,521,9,True,Banco do Motorista,Gasolina
1563,0,522,9,True,Banco do Motorista,Gasolina
1564,1,522,9,True,Banco do Motorista,Gasolina
1565,1,522,9,True,Banco do Motorista,Gasolina
1566,1,523,9,True,Banco do Motorista,Gasolina
1567,1,523,9,True,Banco do Motorista,Gasolina
1568,0,523,9,True,Banco do Motorista,Gasolina
1569,1,524,9,True,Banco do Motorista,Gasolina
1570,1,524,9,True,Banco do Motorista,Gasolina
1571,1,524,9,True,Banco do Motorista,Gasolina
1572,1,525,9,True,Banco do Motorista,Gasolina
1573,1,525,9,True,Banco do Motorista,Gasolina
1574,1,525,9,True,Banco do Motorista,Gasolina
1575,1,526,9,True,Banco do Motorista,Gasolina
1576,1,526,9,True,Banco do Motorista,Gasolina
1577,0,526,9,True,Banco do Motorista,Gasolina
1578,1,527,9,True,Banco do Motorista,Gasolina
1579,1,527,9,True,Banco do Motorista,Gasolina
1580,1,527,9,True,Banco do Motorista,Gasolina
1581,0,528,9,True,Banco do Motorista,Gasolina
1582,1,528,9,True,Banco do Motorista,Gasolina
1583,1,528,9,True,Banco do Motorista,Gasolina
1584,1,529,9,True,Banco do Motorista,Gasolina
1585,1,529,9,True,Banco do Motorista,Gasolina
1586,1,529,9,True,Banco do Motorista,Gasolina
1587,1,530,9,True,Banco do Motorista,Gasolina
1588,1,530,9,True,Banco do Motorista,Gasolina
1589,1,530,9,True,Banco do Motorista,Gasolina
1590,1,531,9,True,Banco do Motorista,Gasolina
1591,1,531,9,True,Banco do Motorista,Gasolina
1592,1,531,9,True,Banco do Motorista,Gasolina
1593,1,532,9,True,Banco do Motorista,Gasolina
1594,1,532,9,True,Banco do Motorista,Gasolina
1595,0,532,9,True,Banco do Motorista,Gasolina
1596,0,533,9,True,Banco do Motorista,Gasolina
1597,1,533,9,True,Banco do Motorista,Gasolina
1598,1,533,9,True,Banco do Motorista,Gasolina
1599,1,534,9,True,Banco do Motorista,Gasolina
1600,0,534,9,True,Banco do Motorista,Gasolina
1601,0,534,9,True,Banco do Motorista,Gasolina
1602,1,535,9,True,Banco do Motorista,Gasolina
1603,1,535,9,True,Banco do Motorista,Gasolina
1604,1,535,9,True,Banco do Motorista,Gasolina
1605,1,536,9,True,Banco do Motorista,Gasolina
1606,1,536,9,True,Banco do Motorista,Gasolina
1607,1,536,9,True,Banco do Motorista,Gasolina
1608,1,537,9,True,Banco do Motorista,Gasolina
1609,1,537,9,True,Banco do Motorista,Gasolina
1610,1,537,9,True,Banco do Motorista,Gasolina
1611,1,538,9,True,Banco do Motorista,Gasolina
1612,0,538,9,True,Banco do Motorista,Gasolina
1613,1,538,9,True,Banco do Motorista,Gasolina
1614,1,539,9,True,Banco do Motorista,Gasolina
1615,1,539,9,True,Banco do Motorista,Gasolina
1616,1,539,9,True,Banco do Motorista,Gasolina
1617,1,540,9,True,Banco do Motorista,Gasolina
1618,1,540,9,True,Banco do Motorista,Gasolina
1619,1,540,9,True,Banco do Motorista,Gasolina
1620,1,541,10,False,Banco do Motorista,Gasolina
1621,1,541,10,False,Banco do Motorista,Gasolina
1622,1,541,10,False,Banco do Motorista,Gasolina
1623,0,542,10,False,Banco do Motorista,Gasolina
1624,1,542,10,False,Banco do Motorista,Gasolina
1625,1,542,10,False,Banco do Motorista,Gasolina
1626,1,543,10,False,Banco do Motorista,Gasolina
1627,1,543,10,False,Banco do Motorista,Gasolina
1628,1,543,10,False,Banco do Motorista,Gasolina
1629,1,544,10,False,Banco do Motorista,Gasolina
1630,1,544,10,False,Banco do Motorista,Gasolina
1631,0,544,10,False,Banco do Motorista,Gasolina
1632,0,545,10,False,Banco do Motorista,Gasolina
1633,1,545,10,False,Banco do Motorista,Gasolina
1634,1,545,10,False,Banco do Motorista,Gasolina
1635,1,546,10,False,Banco do Motorista,Gasolina
1636,1,546,10,False,Banco do Motorista,Gasolina
1637,0,546,10,False,Banco do Motorista,Gasolina
1638,1,547,10,False,Banco do Motorista,Gasolina
1639,0,547,10,False,Banco do Motorista,Gasolina
1640,0,547,10,False,Banco do Motorista,Gasolina
1641,0,548,10,False,Banco do Motorista,Gasolina
1642,0,548,10,False,Banco do Motorista,Gasolina
1643,1,548,10,False,Banco do Motorista,Gasolina
1644,0,549,10,False,Banco do Motorista,Gasolina
1645,1,549,10,False,Banco do Motorista,Gasolina
1646,0,549,10,False,Banco do Motorista,Gasolina
1647,0,550,10,False,Banco do Motorista,Gasolina
1648,0,550,10,False,Banco do Motorista,Gasolina
1649,0,550,10,False,Banco do Motorista,Gasolina
1650,1,551,10,False,Banco do Motorista,Gasolina
1651,1,551,10,False,Banco do Motorista,Gasolina
1652,0,551,10,False,Banco do Motorista,Gasolina
1653,0,552,10,False,Banco do Motorista,Gasolina
1654,0,552,10,False,Banco do Motorista,Gasolina
1655,0,552,10,False,Banco do Motorista,Gasolina
1656,0,553,10,False,Banco do Motorista,Gasolina
1657,1,553,10,False,Banco do Motorista,Gasolina
1658,1,553,10,False,Banco do Motorista,Gasolina
1659,0,554,10,False,Banco do Motorista,Gasolina
1660,0,554,10,False,Banco do Motorista,Gasolina
1661,1,554,10,False,Banco do Motorista,Gasolina
1662,1,555,10,False,Banco do Motorista,Gasolina
1663,1,555,10,False,Banco do Motorista,Gasolina
1664,0,555,10,False,Banco do Motorista,Gasolina
1665,0,556,10,False,Banco do Motorista,Gasolina
1666,0,556,10,False,Banco do Motorista,Gasolina
1667,0,556,10,False,Banco do Motorista,Gasolina
1668,0,557,10,False,Banco do Motorista,Gasolina
1669,0,557,10,False,Banco do Motorista,Gasolina
1670,0,557,10,False,Banco do Motorista,Gasolina
1671,1,558,10,False,Banco do Motorista,Gasolina
1672,0,558,10,False,Banco do Motorista,Gasolina
1673,1,558,10,False,Banco do Motorista,Gasolina
1674,1,559,10,False,Banco do Motorista,Gasolina
1675,0,559,10,False,Banco do Motorista,Gasolina
1676,0,559,10,False,Banco do Motorista,Gasolina
1677,0,560,10,False,Banco do Motorista,Gasolina
1678,0,560,10,False,Banco do Motorista,Gasolina
1679,0,560,10,False,Banco do Motorista,Gasolina
1680,1,561,10,False,Banco do Motorista,Gasolina
1681,1,561,10,False,Banco do Motorista,Gasolina
1682,1,561,10,False,Banco do Motorista,Gasolina
1683,0,562,10,False,Banco do Motorista,Gasolina
1684,1,562,10,False,Banco do Motorista,Gasolina
1685,0,562,10,False,Banco do Motorista,Gasolina
1686,1,563,10,False,Banco do Motorista,Gasolina
1687,0,563,10,False,Banco do Motorista,Gasolina
1688,0,563,10,False,Banco do Motorista,Gasolina
1689,0,564,10,False,Banco do Motorista,Gasolina
1690,0,564,10,False,Banco do Motorista,Gasolina
1691,1,564,10,False,Banco do Motorista,Gasolina
1692,0,565,10,False,Banco do Motorista,Gasolina
1693,0,565,10,False,Banco do Motorista,Gasolina
1694,0,565,10,False,Banco do Motorista,Gasolina
1695,0,566,10,False,Banco do Motorista,Gasolina
1696,0,566,10,False,Banco do Motorista,Gasolina
1697,0,566,10,False,Banco do Motorista,Gasolina
1698,0,567,10,False,Banco do Motorista,Gasolina
1699,0,567,10,False,Banco do Motorista,Gasolina
1700,0,567,10,False,Banco do Motorista,Gasolina
1701,0,568,10,False,Banco do Motorista,Gasolina
1702,0,568,10,False,Banco do Motorista,Gasolina
1703,1,568,10,False,Banco do Motorista,Gasolina
1704,1,569,10,False,Banco do Motorista,Gasolina
1705,0,569,10,False,Banco do Motorista,Gasolina
1706,1,569,10,False,Banco do Motorista,Gasolina
1707,0,570,10,False,Banco do Motorista,Gasolina
1708,0,570,10,False,Banco do Motorista,Gasolina
1709,0,570,10,False,Banco do Motorista,Gasolina
1710,0,571,10,False,Banco do Motorista,Gasolina
1711,1,571,10,False,Banco do Motorista,Gasolina
1712,1,571,10,False,Banco do Motorista,Gasolina
1713,0,572,10,False,Banco do Motorista,Gasolina
1714,0,572,10,False,Banco do Motorista,Gasolina
1715,0,572,10,False,Banco do Motorista,Gasolina
1716,0,573,10,False,Banco do Motorista,Gasolina
1717,0,573,10,False,Banco do Motorista,Gasolina
1718,0,573,10,False,Banco do Motorista,Gasolina
1719,0,574,10,False,Banco do Motorista,Gasolina
1720,1,574,10,False,Banco do Motorista,Gasolina
1721,1,574,10,False,Banco do Motorista,Gasolina
1722,0,575,10,False,Banco do Motorista,Gasolina
1723,0,575,10,False,Banco do Motorista,Gasolina
1724,0,575,10,False,Banco do Motorista,Gasolina
1725,1,576,10,False,Banco do Motorista,Gasolina
1726,0,576,10,False,Banco do Motorista,Gasolina
1727,0,576,10,False,Banco do Motorista,Gasolina
1728,0,577,10,False,Banco do Motorista,Gasolina
1729,0,577,10,False,Banco do Motorista,Gasolina
1730,0,577,10,False,Banco do Motorista,Gasolina
1731,1,578,10,False,Banco do Motorista,Gasolina
1732,0,578,10,False,Banco do Motorista,Gasolina
1733,1,578,10,False,Banco do Motorista,Gasolina
1734,0,579,10,False,Banco do Motorista,Gasolina
1735,0,579,10,False,Banco do Motorista,Gasolina
1736,1,579,10,False,Banco do Motorista,Gasolina
1737,0,580,10,False,Banco do Motorista,Gasolina
1738,0,580,10,False,Banco do Motorista,Gasolina
1739,0,580,10,False,Banco do Motorista,Gasolina
1740,1,581,10,False,Banco do Motorista,Gasolina
1741,0,581,10,False,Banco do Motorista,Gasolina
1742,0,581,10,False,Banco do Motorista,Gasolina
1743,1,582,10,False,Banco do Motorista,Gasolina
1744,0,582,10,False,Banco do Motorista,Gasolina
1745,0,582,10,False,Banco do Motorista,Gasolina
1746,0,583,10,False,Banco do Motorista,Gasolina
1747,0,583,10,False,Banco do Motorista,Gasolina
1748,0,583,10,False,Banco do Motorista,Gasolina
1749,1,584,10,False,Banco do Motorista,Gasolina
1750,0,584,10,False,Banco do Motorista,Gasolina
1751,1,584,10,False,Banco do Motorista,Gasolina
1752,0,585,10,False,Banco do Motorista,Gasolina
1753,0,585,10,False,Banco do Motorista,Gasolina
1754,0,585,10,False,Banco do Motorista,Gasolina
1755,1,586,10,False,Banco do Motorista,Gasolina
1756,1,586,10,False,Banco do Motorista,Gasolina
1757,1,586,10,False,Banco do Motorista,Gasolina
1758,0,587,10,False,Banco do Motorista,Gasolina
1759,1,587,10,False,Banco do Motorista,Gasolina
1760,1,587,10,False,Banco do Motorista,Gasolina
1761,0,588,10,False,Banco do Motorista,Gasolina
1762,1,588,10,False,Banco do Motorista,Gasolina
1763,0,588,10,False,Banco do Motorista,Gasolina
1764,0,589,10,False,Banco do Motorista,Gasolina
1765,0,589,10,False,Banco do Motorista,Gasolina
1766,1,589,10,False,Banco do Motorista,Gasolina
1767,0,590,10,False,Banco do Motorista,Gasolina
1768,0,590,10,False,Banco do Motorista,Gasolina
1769,1,590,10,False,Banco do Motorista,Gasolina
1770,0,591,10,False,Banco do Motorista,Gasolina
1771,1,591,10,False,Banco do Motorista,Gasolina
1772,1,591,10,False,Banco do Motorista,Gasolina
1773,1,592,10,False,Banco do Motorista,Gasolina
1774,1,592,10,False,Banco do Motorista,Gasolina
1775,1,592,10,False,Banco do Motorista,Gasolina
1776,1,593,10,False,Banco do Motorista,Gasolina
1777,1,593,10,False,Banco do Motorista,Gasolina
1778,0,593,10,False,Banco do Motorista,Gasolina
1779,1,594,10,False,Banco do Motorista,Gasolina
1780,1,594,10,False,Banco do Motorista,Gasolina
1781,0,594,10,False,Banco do Motorista,Gasolina
1782,1,595,10,False,Banco do Motorista,Gasolina
1783,1,595,10,False,Banco do Motorista,Gasolina
1784,0,595,10,False,Banco do Motorista,Gasolina
1785,0,596,10,False,Banco do Motorista,Gasolina
1786,1,596,10,False,Banco do Motorista,Gasolina
1787,0,596,10,False,Banco do Motorista,Gasolina
1788,1,597,10,False,Banco do Motorista,Gasolina
1789,0,597,10,False,Banco do Motorista,Gasolina
1790,0,597,10,False,Banco do Motorista,Gasolina
1791,0,598,10,False,Banco do Motorista,Gasolina
1792,1,598,10,False,Banco do Motorista,Gasolina
1793,1,598,10,False,Banco do Motorista,Gasolina
1794,1,599,10,False,Banco do Motorista,Gasolina
1795,1,599,10,False,Banco do Motorista,Gasolina
1796,1,599,10,False,Banco do Motorista,Gasolina
1797,1,600,10,False,Banco do Motorista,Gasolina
1798,0,600,10,False,Banco do Motorista,Gasolina
1799,1,600,10,False,Banco do Motorista,Gasolina
1800,1,601,11,False,Banco do Motorista,Gasolina
1801,1,601,11,False,Banco do Motorista,Gasolina
1802,1,601,11,False,Banco do Motorista,Gasolina
1803,1,602,11,False,Banco do Motorista,Gasolina
1804,0,602,11,False,Banco do Motorista,Gasolina
1805,1,602,11,False,Banco do Motorista,Gasolina
1806,1,603,11,False,Banco do Motorista,Gasolina
1807,1,603,11,False,Banco do Motorista,Gasolina
1808,1,603,11,False,Banco do Motorista,Gasolina
1809,1,604,11,False,Banco do Motorista,Gasolina
1810,1,604,11,False,Banco do Motorista,Gasolina
1811,1,604,11,False,Banco do Motorista,Gasolina
1812,0,605,11,False,Banco do Motorista,Gasolina
1813,1,605,11,False,Banco do Motorista,Gasolina
1814,1,605,11,False,Banco do Motorista,Gasolina
1815,0,606,11,False,Banco do Motorista,Gasolina
1816,0,606,11,False,Banco do Motorista,Gasolina
1817,0,606,11,False,Banco do Motorista,Gasolina
1818,0,607,11,False,Banco do Motorista,Gasolina
1819,0,607,11,False,Banco do Motorista,Gasolina
1820,0,607,11,False,Banco do Motorista,Gasolina
1821,0,608,11,False,Banco do Motorista,Gasolina
1822,1,608,11,False,Banco do Motorista,Gasolina
1823,0,608,11,False,Banco do Motorista,Gasolina
1824,0,609,11,False,Banco do Motorista,Gasolina
1825,1,609,11,False,Banco do Motorista,Gasolina
1826,0,609,11,False,Banco do Motorista,Gasolina
1827,0,610,11,False,Banco do Motorista,Gasolina
1828,1,610,11,False,Banco do Motorista,Gasolina
1829,0,610,11,False,Banco do Motorista,Gasolina
1830,1,611,11,False,Banco do Motorista,Gasolina
1831,1,611,11,False,Banco do Motorista,Gasolina
1832,1,611,11,False,Banco do Motorista,Gasolina
1833,0,612,11,False,Banco do Motorista,Gasolina
1834,0,612,11,False,Banco do Motorista,Gasolina
1835,0,612,11,False,Banco do Motorista,Gasolina
1836,1,613,11,False,Banco do Motorista,Gasolina
1837,0,613,11,False,Banco do Motorista,Gasolina
1838,1,613,11,False,Banco do Motorista,Gasolina
1839,1,614,11,False,Banco do Motorista,Gasolina
1840,1,614,11,False,Banco do Motorista,Gasolina
1841,0,614,11,False,Banco do Motorista,Gasolina
1842,1,615,11,False,Banco do Motorista,Gasolina
1843,1,615,11,False,Banco do Motorista,Gasolina
1844,0,615,11,False,Banco do Motorista,Gasolina
1845,1,616,11,False,Banco do Motorista,Gasolina
1846,1,616,11,False,Banco do Motorista,Gasolina
1847,0,616,11,False,Banco do Motorista,Gasolina
1848,1,617,11,False,Banco do Motorista,Gasolina
1849,1,617,11,False,Banco do Motorista,Gasolina
1850,0,617,11,False,Banco do Motorista,Gasolina
1851,1,618,11,False,Banco do Motorista,Gasolina
1852,0,618,11,False,Banco do Motorista,Gasolina
1853,0,618,11,False,Banco do Motorista,Gasolina
1854,0,619,11,False,Banco do Motorista,Gasolina
